Contract Type,Contract Capacity (MW),Facility Name,Supplier Legal Name,Contract Status,Contract Term (Yrs),Milestone Commercial Operation Date,Term Start Date,Term End Date,Fuel Group,Technology,Fuel Type,Connection Type,Closest City/Town,Upper Municipality,IESO Zone,Regional Planning Zone
FIT 1,0.0798,Lewis Farm A,1455029 Ontario Limited,CO,20,30-Apr-12,19-Aug-11,18-Aug-31,Renewables,Solar Rooftop,Solar,Dx,Lucan,Middlesex,Southwest,North/East of Sudbury
FIT 1,0.0798,Lewis Farm 2,Adelaide Farms,CO,20,30-Apr-12,19-Aug-11,18-Aug-31,Renewables,Solar Rooftop,Solar,Dx,Denfield,Middlesex,West,Greater Bruce/Huron
FIT 1,0.0798,Pontes Energy,Margal Properties Inc.,CO,20,23-Jun-14,22-Dec-14,22-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Erin,Wellington,Southwest,GTA West
FIT 2,0.0798,James S Bell JMS,TSPS (Portfolio 2) Limited Partnership,CO,20,15-Aug-16,29-Nov-16,14-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 2,0.079,Sholdice Solar,Sun Saver 2 Limited,CO,20,24-Jul-15,21-Jul-15,20-Jul-35,Renewables,Solar Rooftop,Solar,Dx,Brussels,Huron,Southwest,Toronto
FIT 3,0.079,182 pine bush 2,2356933 ONTARIO INC.,CO,20,28-Feb-16,03-Jun-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Cambridge,Waterloo,Southwest,Peterborough to Kingston
FIT 4,0.079,Albion Heights Junior Middle School,Toronto District School Board,CO,20,04-Feb-18,02-Aug-18,03-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 4,0.079,Joseph Brant Senior Public School,Toronto District School Board,CO,20,09-Feb-18,09-Aug-18,08-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Sudbury/Algoma
FIT 1,0.078,Whitby Campus,Durham College of Applied Arts and Technology,CO,20,30-Apr-11,01-Apr-11,31-Mar-31,Renewables,Solar Rooftop,Solar,Dx,Whitby,Durham,Toronto,GTA West
FIT 2,0.078,8681 Canyon Road - Non-Rooftop,Canyon Farm Inc.,CO,20,09-Sep-17,06-Apr-16,05-Apr-36,Renewables,Solar Ground Mounted,Solar,Dx,Campbellville,Halton,Southwest,Greater Bruce/Huron
FIT 3,0.078,Nellie McClung 78kW,York Region District School Board,CO,20,02-Mar-16,23-Mar-16,01-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Vaughan,York,Toronto,Greater Ottawa
FIT 1,0.07774,GEDSB Cedarland,Ameresco GEDSB Solar Inc.,CO,20,30-Apr-12,20-Oct-11,19-Oct-31,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,Peterborough to Kingston
FIT 1,0.077,New-Life Mills,Newridge Farms Limited,CO,20,07-Jul-14,06-Dec-12,05-Dec-32,Renewables,Solar Rooftop,Solar,Dx,Hanover,Grey,Southwest,South Georgian Bay/Muskoka
FIT 5,0.0768,Regina SPARQ Block 1,Ottawa Community Housing Corporation / La Societe de Logement Communautaire d'Ottawa,CO,20,19-Apr-19,27-Apr-18,26-Apr-38,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,South Georgian Bay/Muskoka
FIT 5,0.0768,Regina SPARQ Block 2,Ottawa Community Housing Corporation / La Societe de Logement Communautaire d'Ottawa,CO,20,19-Apr-19,27-Apr-18,26-Apr-38,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,South Georgian Bay/Muskoka
FIT 1,0.076,Solar Power Project,Larsen & Shaw Limited,CO,20,11-Aug-14,10-Jun-14,09-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Walkerton,Bruce,Southwest,Burlington to Nanticoke
FIT 3,0.076,GE036,SIF #2 Reliant Essex LP,CO,20,09-Mar-16,21-Oct-16,08-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Windsor,Essex,West,GTA West
FIT 1,0.075,75kW U-Wing,Sunnybrook Health Sciences Centre,CO,20,30-Apr-12,25-Oct-12,29-Apr-32,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 1,0.075,O02-40 Cassidy,Sanjoy Developments Limited,CO,20,14-Jul-14,17-Dec-14,16-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Toronto
FIT 1,0.075,The Monastery of Mount Carmel PV Rooftop,MONASTERY SOLAR CORPORATION,CO,20,12-Jul-14,28-Jan-14,27-Jan-34,Renewables,Solar Rooftop,Solar,Dx,Niagara Falls,Niagara,Niagara,Windsor-Essex
FIT 1,0.075,Roding Park Community Centre Solar PV,Toronto Hydro-Electric System Limited,CO,20,14-Jun-14,01-Mar-13,28-Feb-33,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,London Area
FIT 1,0.075,Metex 75kW System,S&B Bawa Holdco Ltd.,CO,20,30-Apr-11,29-Mar-11,28-Mar-31,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,0.075,ROW - 168 Grand Ave,The Regional Municipality of Waterloo,CO,20,06-Jul-13,26-Jan-12,25-Jan-32,Renewables,Solar Rooftop,Solar,Dx,Cambridge,Waterloo,Southwest,Toronto
FIT 1,0.075,Great Canadian 75kW,401 REAL ESTATE TRUST INC.,CO,20,30-Apr-12,29-Oct-12,29-Apr-32,Renewables,Solar Rooftop,Solar,Dx,Kitchener,Waterloo,Southwest,Greater Bruce/Huron
FIT 1,0.075,TBHEDI-3,Synergy North Corporation,CO,20,05-Jul-14,13-Sep-13,12-Sep-33,Renewables,Solar Rooftop,Solar,Dx,Thunder Bay,Thunder Bay,Northwest,North/East of Sudbury
FIT 1,0.075,499 South Big Island Road - P.E.C.,CLEAVE ENERGY HOLDINGS LTD.,CO,20,08-Jul-13,28-Jan-14,07-Jul-33,Renewables,Solar Rooftop,Solar,Dx,Demorestville,Prince Edward,East,Peterborough to Kingston
FIT 1,0.075,T04-25 Crouse,Alectra Utilities Corporation,CO,20,31-Mar-14,26-Sep-14,25-Sep-34,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,London Area
FIT 1,0.075,176 Esplanade,Toronto Community Housing Corporation Inc.,CO,20,05-Apr-14,29-Mar-12,28-Mar-32,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 1,0.075,York Mills Arena Solar PV,Toronto Hydro-Electric System Limited,CO,20,12-Jul-14,27-Feb-13,26-Feb-33,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,London Area
FIT 1,0.075,McGregor Park Arena Solar PV,Toronto Hydro-Electric System Limited,CO,20,12-Jul-14,27-Feb-13,26-Feb-33,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Burlington to Nanticoke
FIT 1,0.075,Bakker Ray Wilson Road,Steven Bakker,CO,20,30-Apr-12,13-Jul-11,12-Jul-31,Renewables,Solar Rooftop,Solar,Dx,Metcalfe,Ottawa,East,Sudbury/Algoma
FIT 1,0.075,O02-63 Bluegrass,PSI Solar Finance 1 Limited Partnership,CO,20,14-Jul-14,28-Aug-14,13-Jul-34,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,GTA West
FIT 1,0.075,GEDSB Bellview,Ameresco GEDSB Solar Inc.,CO,20,30-Apr-12,10-Nov-11,09-Nov-31,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,St. Lawrence
FIT 1,0.075,Gravel Solar,Ferme Delurenic Ltee,CO,20,21-Jun-14,01-Aug-12,31-Jul-32,Renewables,Solar Rooftop,Solar,Dx,St. Isidore,Prescott and Russell,Ottawa,Peterborough to Kingston
FIT 1,0.075,TCHOUSE 001PV,564506 Ontario Limited,CO,20,16-Jun-14,22-Sep-14,15-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Peterborough,Peterborough,East,GTA West
FIT 1,0.075,18 Melanie,Ontario Solar PVR 4 Limited Partnership,CO,20,16-Jun-14,30-Apr-13,29-Apr-33,Renewables,Solar Rooftop,Solar,Dx,Brampton,Peel,Toronto,GTA West
FIT 1,0.075,Canadian Solar Developers Ltd. L.P.#9,Mann Ground Mount Solar Ltd.,CO,20,03-Aug-13,05-Feb-14,02-Aug-33,Renewables,Solar Ground Mounted,Solar,Dx,Midhurst,Simcoe,Essa,South Georgian Bay/Muskoka
FIT 1,0.075,T04-110 Bell Farm,Alectra Utilities Corporation,CO,20,07-Jun-14,21-May-14,20-May-34,Renewables,Solar Rooftop,Solar,Dx,Barrie,Simcoe,Essa,London Area
FIT 1,0.075,GEDSB Simcoe Composite,Ameresco GEDSB Solar Inc.,CO,20,11-Mar-14,05-Feb-14,04-Feb-34,Renewables,Solar Rooftop,Solar,Dx,Simcoe,Norfolk,Southwest,Peterborough to Kingston
FIT 1,0.075,PowerStream 2010-064,Alectra Utilities Corporation,CO,20,09-Jun-14,25-Jun-12,24-Jun-32,Renewables,Solar Rooftop,Solar,Dx,Barrie,Simcoe,Essa,GTA West
FIT 1,0.075,MMFS002PV,1058347 Ontario Limited,CO,20,30-Apr-12,09-Sep-11,08-Sep-31,Renewables,Solar Rooftop,Solar,Dx,Tillsonburg,Oxford,West,GTA West
FIT 1,0.075,Heritage Green,Heritage Green Seniors Centre,CO,20,21-Jul-14,19-Jan-15,20-Jul-34,Renewables,Solar Rooftop,Solar,Dx,Hamilton,Hamilton,Southwest,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,0.075,26 Robb Blvd,OFIT Inc.,CO,20,08-Jul-14,21-Aug-14,20-Aug-34,Renewables,Solar Rooftop,Solar,Dx,Orangeville,Dufferin,Southwest,North/East of Sudbury
FIT 1,0.075,Robert and Samantha Crowley,Robert and Samantha Crowley,CO,20,30-Apr-12,14-Dec-11,13-Dec-31,Renewables,Solar Rooftop,Solar,Dx,Peterborough,Peterborough,East,Burlington to Nanticoke
FIT 1,0.075,Shunpiker Farms,Shunpiker Solar Inc.,CO,20,30-Apr-12,30-Mar-12,29-Mar-32,Renewables,Solar Rooftop,Solar,Dx,Muirkirk,Chatham-Kent,West,South Georgian Bay/Muskoka
FIT 1,0.075,GEDSB St. George-German,Ameresco GEDSB Solar Inc.,CO,20,17-Jun-13,11-Nov-13,16-Jun-33,Renewables,Solar Rooftop,Solar,Dx,St. George,Brant,Southwest,South Georgian Bay/Muskoka
FIT 1,0.075,119 memorial,Marsevliev Corp.,CO,20,30-Apr-12,31-Oct-12,29-Apr-32,Renewables,Solar Rooftop,Solar,Dx,Orillia,Simcoe,Essa,GTA West
FIT 1,0.075,Goulding Park Community Centre Solar PV,Toronto Hydro-Electric System Limited,CO,20,14-Jun-14,01-Mar-13,28-Feb-33,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 1,0.075,O02-27 Hobin,PSI Solar Finance 1 Limited Partnership,CO,20,12-Jul-14,16-May-14,15-May-34,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,London Area
FIT 1,0.075,25 Consumers Drive,"TerraForm MP Solar, LLC",CO,20,30-Jun-14,16-Jun-12,15-Jun-32,Renewables,Solar Rooftop,Solar,Dx,Whitby,Durham,Toronto,GTA West
FIT 1,0.075,Spence Crt (Amelia St) 75kW,Thunder Bay District Housing Corporation,CO,20,30-Apr-12,02-Oct-12,01-Oct-32,Renewables,Solar Rooftop,Solar,Dx,Thunder Bay,Thunder Bay,Northwest,London Area
FIT 1,0.075,The Corporation of St. John's Kilmarnock School,AMP 2,CO,20,30-Jun-14,12-Nov-14,29-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Breslau,Waterloo,Southwest,GTA West
FIT 1,0.075,Crossroads Public School,District School Board of Niagara (DSBN),CO,20,05-Jul-14,15-Jul-13,14-Jul-33,Renewables,Solar Rooftop,Solar,Dx,Niagara-on-the-Lake,Niagara,Niagara,GTA North
FIT 1,0.075,Csoff 75kW,Josef Csoff,CO,20,30-Apr-12,23-Dec-11,22-Dec-31,Renewables,Solar Rooftop,Solar,Dx,Otterville,Oxford,West,Toronto
FIT 1,0.075,Keen Fit Project #1,Keenview Farms Ltd,CO,20,24-Jun-14,30-Aug-12,29-Aug-32,Renewables,Solar Rooftop,Solar,Dx,Dunnville,Haldimand,Southwest,Sudbury/Algoma
FIT 2,0.075,Muskoka Lumber - Storage Building,Muskoka Lumber and Building Supplies Centre Limited,CO,20,18-Apr-15,22-Sep-15,17-Apr-35,Renewables,Solar Rooftop,Solar,Dx,Port Carling,Muskoka,Essa,Peterborough to Kingston
FIT 2,0.075,Harriett Todd PS,Potentia Solar 5 Limited Partnership,CO,20,28-Feb-15,20-Aug-15,27-Feb-35,Renewables,Solar Rooftop,Solar,Dx,Orillia,Simcoe,Essa,GTA North
FIT 2,0.075,Georgina WTP - Solar PV,The Regional Municipality of York,CO,20,26-Mar-15,23-Mar-15,22-Mar-35,Renewables,Solar Rooftop,Solar,Dx,Willow Beach,York,Essa,Kitchener-Waterloo-Guelph-Cambridge
FIT 2,0.075,Mountain View ES,Potentia Solar 5 Limited Partnership,CO,20,28-Feb-15,16-Jun-15,27-Feb-35,Renewables,Solar Rooftop,Solar,Dx,Collingwood,Simcoe,Southwest,GTA West
FIT 2,0.075,Orchard Park PS,Potentia Solar 5 Limited Partnership,CO,20,28-Feb-15,17-Jun-15,27-Feb-35,Renewables,Solar Rooftop,Solar,Dx,Orillia,Simcoe,Essa,Toronto
FIT 2,0.075,YCDSB - Blessed Trinity,Potentia Solar 7 Limited Partnership,CO,20,05-Mar-15,23-Dec-14,22-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Vaughan,York,Toronto,Peterborough to Kingston
FIT 2,0.075,Worsley ES,Potentia Solar 5 Limited Partnership,CO,20,03-Apr-15,01-Sep-15,02-Apr-35,Renewables,Solar Rooftop,Solar,Dx,Wasaga Beach,Simcoe,Southwest,GTA North
FIT 2,0.075,YCDSB - St. Agnes of Assisi,Potentia Solar 7 Limited Partnership,CO,20,05-Mar-15,22-Dec-14,21-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Woodbridge,York,Toronto,London Area
FIT 2,0.075,B01-53 Empey,Solar Flow-Through Projects (2014 Subco F2) LTD.,CO,20,01-Apr-15,25-Aug-15,31-Mar-35,Renewables,Solar Rooftop,Solar,Dx,Brantford,Brant,Southwest,Sudbury/Algoma
FIT 2,0.075,New Lowell Central PS,Potentia Solar 5 Limited Partnership,CO,20,28-Feb-15,22-Jun-15,27-Feb-35,Renewables,Solar Rooftop,Solar,Dx,New Lowell,Simcoe,Southwest,Burlington to Nanticoke
FIT 2,0.075,YMCA Markham Rooftop Solar PV,YMCA of Greater Toronto,CO,20,07-Mar-15,24-Oct-14,23-Oct-34,Renewables,Solar Rooftop,Solar,Dx,Markham,York,Toronto,Peterborough to Kingston
FIT 2,0.075,St. Agnes Catholic Elementary School,Potentia Solar 6 Limited Partnership,CO,20,03-Apr-15,14-Sep-15,02-Apr-35,Renewables,Solar Rooftop,Solar,Dx,Waterloo,Waterloo,Southwest,South Georgian Bay/Muskoka
FIT 2,0.075,Brechin PS,Potentia Solar 5 Limited Partnership,CO,20,28-Feb-15,12-Aug-15,27-Feb-35,Renewables,Solar Rooftop,Solar,Dx,Brechin,Simcoe,Essa,Greater Bruce/Huron
FIT 2,0.075,YCDSB - St. Andrew CES,Potentia Solar 7 Limited Partnership,CO,20,05-Mar-15,19-Dec-14,18-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Woodbridge,York,Toronto,Greater Ottawa
FIT 2,0.075,Solexica - 325 Denison,Solexica Solar Markham GP,CO,20,16-Apr-15,01-Dec-14,30-Nov-34,Renewables,Solar Rooftop,Solar,Dx,Markham,York,Toronto,Peterborough to Kingston
FIT 2,0.075,Hillsdale ES,Potentia Solar 5 Limited Partnership,CO,20,12-Mar-15,11-Aug-15,11-Mar-35,Renewables,Solar Rooftop,Solar,Dx,Hillsdale,Simcoe,Essa,GTA West
FIT 2,0.075,YCDSB - Notre Dame,Potentia Solar 7 Limited Partnership,CO,20,12-Mar-15,17-Mar-15,11-Mar-35,Renewables,Solar Rooftop,Solar,Dx,Newmarket,York,Essa,GTA West
FIT 2,0.075,YCDSB - San Lorenzo Ruiz CES,Potentia Solar 7 Limited Partnership,CO,20,12-Mar-15,19-Dec-14,18-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Markham,York,Toronto,Sudbury/Algoma
FIT 3,0.075,P063,Reliant First Nation Limited Partnership,CO,20,16-Sep-17,06-Feb-18,15-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Mississauga,Peel,Toronto,St. Lawrence
FIT 3,0.075,Kipling Acres Phase 2,City of Toronto,CO,20,27-Aug-16,18-Jul-17,26-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA North
FIT 3,0.075,HPEDSB Prince of Wales PS,Ameresco HPEDSB Solar Inc.,CO,20,28-Feb-16,25-Jul-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,Belleville,Hastings,East,GTA West
FIT 3,0.075,P080,Reliant First Nation Limited Partnership,CO,20,16-Sep-17,10-Feb-17,09-Feb-37,Renewables,Solar Rooftop,Solar,Dx,Mississauga,Peel,Toronto,Kitchener-Waterloo-Guelph-Cambridge
FIT 3,0.075,P100,Reliant First Nation Limited Partnership,CO,20,16-Sep-17,10-Nov-17,15-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Mississauga,Peel,Toronto,Burlington to Nanticoke
FIT 3,0.075,LDCSB Monsignor Morrison,Ameresco LDCSB Solar Inc.,CO,20,28-Feb-16,09-Jun-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,St. Thomas,Elgin,West,GTA West
FIT 3,0.075,P047,Reliant First Nation Limited Partnership,CO,20,16-Sep-17,11-Jan-18,15-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Mississauga,Peel,Toronto,London Area
FIT 3,0.075,P036,Reliant First Nation Limited Partnership,CO,20,16-Sep-17,15-Dec-17,15-Sep-37,Renewables,Solar Rooftop,Solar,Dx,Mississauga,Peel,Toronto,GTA West
FIT 3,0.075,LDCSB St. Marguerite d'Youville,Ameresco LDCSB Solar Inc.,CO,20,28-Feb-16,14-Jun-16,27-Feb-36,Renewables,Solar Rooftop,Solar,Dx,London,Middlesex,West,Windsor-Essex
FIT 4,0.075,Berner Trail Junior Public School,Toronto District School Board,CO,20,29-Mar-18,24-Sep-18,28-Mar-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Greater Bruce/Huron
FIT 4,0.075,Leader Solar II,Leader Resources Services Corp.,CO,20,08-Mar-18,22-Dec-17,21-Dec-37,Renewables,Solar Rooftop,Solar,Dx,Kincardine,Bruce,Bruce,Toronto
FIT 2,0.074965,Home Farm,Wayne Harpell,CO,20,08-Apr-15,10-Mar-15,09-Mar-35,Renewables,Solar Rooftop,Solar,Dx,Fenelon Falls,Kawartha Lakes,Essa,GTA West
FIT 3,0.074965,HJ Smith Solar,OREC-Smith Solar JV Inc.,CO,20,27-Feb-16,03-Sep-15,02-Sep-35,Renewables,Solar Rooftop,Solar,Dx,Woodlawn,Ottawa,East,Peterborough to Kingston
FIT 1,0.07482,Franklin Solar,Garth Franklin,CO,20,23-Jul-13,11-Dec-12,10-Dec-32,Renewables,Solar Rooftop,Solar,Dx,Dunvegan,"Stormont, Dundas and Glengarry",Ottawa,North/East of Sudbury
FIT 1,0.07482,TrackCorpCanada,2191262 Ontario Inc.,CO,20,31-May-14,18-Jun-13,17-Jun-33,Renewables,Solar Rooftop,Solar,Dx,Calabogie,Renfrew,East,East Lake Superior
FIT 3,0.0744,QPA Roof 2,QS4 2012 LP,CO,20,29-Feb-16,01-Dec-15,30-Nov-35,Renewables,Solar Rooftop,Solar,Dx,Lucan,Middlesex,Southwest,GTA West
FIT 1,0.0742,Casselman Tire 82KW,1799511 Ontario Inc,CO,20,30-Apr-12,03-Mar-12,02-Mar-32,Renewables,Solar Rooftop,Solar,Dx,Casselman,Prescott and Russell,Ottawa,Windsor-Essex
FIT 2,0.0742,Sharon Dawn Elizabeth Ridley (163711),Chippewas of the Thames Solar Corp.,CO,20,19-Feb-15,19-Aug-15,18-Feb-35,Renewables,Solar Rooftop,Solar,Dx,Essex,Essex,West,Peterborough to Kingston
FIT 2,0.0742,St Charles Foodmarket Rooftop Solar PV,Younglong Trading Limited,CO,20,10-Apr-15,09-Jul-15,09-Apr-35,Renewables,Solar Rooftop,Solar,Dx,St. Charles,Sudbury,Northeast,GTA West
FIT 1,0.074,Tremblay Rd,Ottawa Renewable Energy Co-operative Inc.,CO,20,17-Mar-14,16-Jul-14,15-Jul-34,Renewables,Solar Rooftop,Solar,Dx,Ottawa,Ottawa,Ottawa,Peterborough to Kingston
FIT 3,0.074,QPA Roof 155 - Community Centre,QS4 2012 LP,CO,20,28-Feb-16,01-Dec-15,30-Nov-35,Renewables,Solar Rooftop,Solar,Dx,Ailsa Craig,Middlesex,Southwest,GTA West
FIT 1,0.0738,Lightning on Line,United Mennonite Educational Institute,CO,20,21-Jul-14,06-Feb-13,05-Feb-33,Renewables,Solar Rooftop,Solar,Dx,Leamington,Essex,West,GTA West
FIT 1,0.073255,171 Front St,Toronto Community Housing Corporation Inc.,CO,20,17-Mar-14,29-Mar-12,28-Mar-32,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 2,0.0722,Delphi Secondary Alternative (Chartland Jr PS),TSPS (Portfolio 2) Limited Partnership,CO,20,29-Aug-16,30-Nov-15,29-Nov-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Kitchener-Waterloo-Guelph-Cambridge
FIT 1,0.072,Solar-Caledonia,Solar-Caledonia Inc.,CO,20,28-Sep-14,31-Jul-12,30-Jul-32,Renewables,Solar Rooftop,Solar,Dx,Alfred,Prescott and Russell,Ottawa,Toronto
FIT 2,0.072,Eatonville JS,TSPS (Portfolio 2) Limited Partnership,CO,20,06-Aug-16,28-Oct-16,05-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Burlington to Nanticoke
FIT 2,0.072,Kingsview Village JS,TSPS (Portfolio 1) Limited Partnership,CO,20,20-Aug-16,20-Aug-15,19-Aug-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA North
FIT 2,0.072,George Peck PS,TSPS (Portfolio 1) Limited Partnership,CO,20,15-Aug-16,22-Dec-14,21-Dec-34,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Greater Ottawa
FIT 2,0.072,Rosethorn JS,TSPS (Portfolio 1) Limited Partnership,CO,20,27-Aug-16,20-Aug-15,19-Aug-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Burlington to Nanticoke
FIT 2,0.072,West Humber CI,TSPS (Portfolio 2) Limited Partnership,CO,20,29-Aug-16,29-Nov-16,28-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,London Area
FIT 2,0.072,8681 Canyon Road - Rooftop,Canyon Farm Inc.,CO,20,10-Mar-16,06-Apr-16,09-Mar-36,Renewables,Solar Rooftop,Solar,Dx,Campbellville,Halton,Southwest,Peterborough to Kingston
FIT 2,0.072,West Rouge Jr PS,TSPS (Portfolio 2) Limited Partnership,CO,20,29-Aug-16,18-Apr-16,17-Apr-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Greater Bruce/Huron
FIT 2,0.072,Kingslake PS,TSPS (Portfolio 1) Limited Partnership,CO,20,20-Aug-16,02-Jun-15,01-Jun-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Burlington to Nanticoke
FIT 2,0.072,Valleyfield JS,TSPS (Portfolio 2) Limited Partnership,CO,20,29-Aug-16,16-Nov-16,28-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 2,0.072,Derrydown PS,TSPS (Portfolio 1) Limited Partnership,CO,20,06-Aug-16,30-Jun-15,29-Jun-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,North/East of Sudbury
FIT 2,0.072,Princess Margaret,TSPS (Portfolio 2) Limited Partnership,CO,20,22-Aug-16,30-Sep-16,21-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 2,0.072,Wellesworth JS,TSPS (Portfolio 2) Limited Partnership,CO,20,29-Aug-16,28-Nov-16,28-Aug-36,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 2,0.072,Terry Fox PS,TSPS (Portfolio 1) Limited Partnership,CO,20,29-Aug-16,30-Dec-15,29-Dec-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Toronto
FIT 2,0.072,Gulfstream PS,TSPS (Portfolio 1) Limited Partnership,CO,20,15-Aug-16,24-Apr-15,23-Apr-35,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,London Area
FIT 4,0.072,Shorting Rd. Stock Room,Toronto District School Board,CO,20,09-Feb-18,09-Aug-18,08-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,South Georgian Bay/Muskoka
FIT 4,0.072,"155 Shields Ct, Markham - Rooftop Solar",Appollo Union Limited Partnership I,CO,20,16-Feb-18,15-Feb-18,14-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Markham,York,Toronto,London Area
FIT 4,0.07197,Alliance Centre Maintenance Shop,Toronto District School Board,CO,20,04-Feb-18,23-Jul-18,03-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,South Georgian Bay/Muskoka
FIT 4,0.07197,Brookhaven Public School,Toronto District School Board,CO,20,02-Feb-18,01-Aug-18,01-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 4,0.07197,Blacksmith Public School,Toronto District School Board,CO,20,09-Feb-18,19-Jun-18,08-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,GTA West
FIT 4,0.07197,Banting and Best Public School,Toronto District School Board,CO,20,09-Feb-18,08-Aug-18,08-Feb-38,Renewables,Solar Rooftop,Solar,Dx,Toronto,Toronto,Toronto,Peterborough to Kingston
FIT 1,0.07,Folkens # 7,2 4 6 0 8 8 2 O N T A R I O L I M I T E D,CO,20,09-Jun-14,08-Dec-14,08-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Hamilton,Hamilton,Southwest,London Area
FIT 1,0.07,RK Solar 1,RK Solar Ontario Ltd.,CO,20,07-Jun-14,16-Nov-11,15-Nov-31,Renewables,Solar Rooftop,Solar,Dx,Woodbridge,York,Toronto,Windsor-Essex
FIT 1,0.07,Folkens # 9,2 4 6 0 8 8 2 O N T A R I O L I M I T E D,CO,20,09-Jun-14,08-Dec-14,08-Jun-34,Renewables,Solar Rooftop,Solar,Dx,Hamilton,Hamilton,Southwest,Greater Ottawa
FIT 1,0.07,Entrepot,8303703 Canada Inc.,CO,20,30-Jun-14,18-Sep-13,17-Sep-33,Renewables,Solar Rooftop,Solar,Dx,St. Eugene,Prescott and Russell,Ottawa,Greater Bruce/Huron
FIT 1,0.07,Burnham St,Kwendill Holdings Limited,CO,20,07-Jun-14,02-May-12,01-May-32,Renewables,Solar Rooftop,Solar,Dx,Cobourg,Northumberland,East,GTA North
